Sigma70_r2	71	CP065315.1_100	176	8.9e-18	2	70	22	88	0.957746478873
Sigma70_r4_2	54	CP065315.1_100	176	3.9e-09	3	54	107	158	0.944444444444
Response_reg	112	CP065315.1_102	233	2.2e-30	1	112	5	114	0.991071428571
Trans_reg_C	77	CP065315.1_102	233	1.2e-25	1	77	153	229	0.987012987013
HisKA	64	CP065315.1_103	661	1.2e-15	2	62	431	494	0.9375
HATPase_c	111	CP065315.1_103	661	1.1e-12	2	97	543	637	0.855855855856
SBP_bac_3	225	CP065315.1_1032	286	5.9e-50	1	222	57	275	0.982222222222
Fer4	24	CP065315.1_105	255	2.8e-06	5	23	179	197	0.75
Fer4	24	CP065315.1_105	255	1.5e-07	4	21	206	223	0.708333333333
Aminotran_1_2	363	CP065315.1_1050	427	6.6e-09	129	334	181	395	0.564738292011
HEM4	232	CP065315.1_1052	496	8.6e-58	2	232	266	488	0.991379310345
Pyr_redox	81	CP065315.1_1054	549	3.5e-07	1	30	417	446	0.358024691358
CbiA	128	CP065315.1_1062	499	1.1e-20	1	115	5	227	0.890625
Aminotran_1_2	363	CP065315.1_1063	353	6.6e-42	4	363	22	348	0.988980716253
CbiA	128	CP065315.1_1070	457	4.6e-11	2	116	7	181	0.890625
TetR_N	47	CP065315.1_1078	187	4.8e-15	1	46	11	56	0.957446808511
Fer4	24	CP065315.1_1082	773	9.8e-08	6	23	391	408	0.708333333333
MarR	59	CP065315.1_109	165	4.5e-10	12	57	46	92	0.762711864407
TetR_N	47	CP065315.1_1095	207	2.1e-15	1	45	17	61	0.936170212766
Sigma70_r4	50	CP065315.1_1102	385	4.2e-06	2	32	191	221	0.6
HTH_3	55	CP065315.1_1125	151	8.7e-13	4	53	95	147	0.890909090909
CbiA	128	CP065315.1_1133	257	9.3e-20	1	128	4	229	0.9921875
HTH_IclR	52	CP065315.1_1136	263	3e-05	26	51	54	79	0.480769230769
HTH_3	55	CP065315.1_1140	168	1.2e-11	3	49	23	69	0.836363636364
HTH_3	55	CP065315.1_1142	72	6e-13	1	54	3	56	0.963636363636
HTH_3	55	CP065315.1_1146	107	1.8e-06	12	55	18	61	0.781818181818
HTH_3	55	CP065315.1_1147	120	1.3e-07	10	55	16	61	0.818181818182
Peptidase_M23	96	CP065315.1_1155	247	8.3e-24	2	96	142	240	0.979166666667
HATPase_c	111	CP065315.1_1156	262	2.1e-16	1	110	117	218	0.981981981982
GntR	64	CP065315.1_1159	127	5.9e-16	2	64	14	76	0.96875
Sigma70_r2	71	CP065315.1_1164	179	9.4e-10	2	68	15	81	0.929577464789
Sigma70_r4_2	54	CP065315.1_1164	179	1.5e-13	4	54	110	160	0.925925925926
ACT	67	CP065315.1_1166	390	9.6e-07	7	66	324	379	0.880597014925
HATPase_c	111	CP065315.1_1170	141	1.1e-14	16	108	52	138	0.828828828829
